tic,datadate,gvkeyx,conm,spmi,prccd,prccddiv
I0124,2022-02-23,156765,Russell 2000,,4831.55813000,10073.73440000
I0124,2022-02-24,156765,Russell 2000,,4960.57990000,10343.48650000
I0124,2022-02-25,156765,Russell 2000,,5072.22360000,10577.39769000
I0124,2022-02-28,156765,Russell 2000,,5090.01610000,10615.48708000
I0124,2022-03-01,156765,Russell 2000,,4991.64224000,10410.90838000
I0124,2022-03-02,156765,Russell 2000,,5116.81408000,10672.18518000
I0124,2022-03-03,156765,Russell 2000,,5051.05035000,10536.44371000
I0124,2022-03-04,156765,Russell 2000,,4972.73991000,10374.22391000
I0124,2022-03-07,156765,Russell 2000,,4849.54404000,10117.41381000
I0124,2022-03-08,156765,Russell 2000,,4878.57688000,10178.60168000
I0124,2022-03-09,156765,Russell 2000,,5010.99001000,10455.48080000
I0124,2022-03-10,156765,Russell 2000,,4999.51390000,10433.00416000
I0124,2022-03-11,156765,Russell 2000,,4919.97416000,10267.17417000
I0124,2022-03-14,156765,Russell 2000,,4825.66149000,10072.89298000
I0124,2022-03-15,156765,Russell 2000,,4893.38474000,10214.85867000
I0124,2022-03-16,156765,Russell 2000,,5046.85103000,10535.77088000
I0124,2022-03-17,156765,Russell 2000,,5132.09151000,10714.47118000
I0124,2022-03-18,156765,Russell 2000,,5184.59132000,10824.45660000
I0124,2022-03-21,156765,Russell 2000,,5134.37106000,10720.00898000
I0124,2022-03-22,156765,Russell 2000,,5190.05727000,10836.44692000
I0124,2022-03-23,156765,Russell 2000,,5100.24781000,10649.35011000
I0124,2022-03-24,156765,Russell 2000,,5157.99828000,10770.32456000
I0124,2022-03-25,156765,Russell 2000,,5164.31165000,10783.64578000
I0124,2022-03-28,156765,Russell 2000,,5164.50339000,10784.18175000
I0124,2022-03-29,156765,Russell 2000,,5301.28154000,11070.02553000
I0124,2022-03-30,156765,Russell 2000,,5196.83494000,10855.69160000
I0124,2022-03-31,156765,Russell 2000,,5144.78215000,10747.60838000
I0124,2022-04-01,156765,Russell 2000,,5196.93612000,10857.01493000
I0124,2022-04-04,156765,Russell 2000,,5207.69662000,10879.65755000
I0124,2022-04-05,156765,Russell 2000,,5084.93249000,10623.43000000
I0124,2022-04-06,156765,Russell 2000,,5012.59753000,10472.50739000
I0124,2022-04-07,156765,Russell 2000,,4994.85600000,10435.89398000
I0124,2022-04-08,156765,Russell 2000,,4956.98946000,10357.20485000
I0124,2022-04-11,156765,Russell 2000,,4921.60506000,10283.41563000
I0124,2022-04-12,156765,Russell 2000,,4938.03893000,10317.84376000
I0124,2022-04-13,156765,Russell 2000,,5032.88878000,10516.76140000
I0124,2022-04-14,156765,Russell 2000,,4982.88132000,10412.58291000
I0124,2022-04-18,156765,Russell 2000,,4945.98379000,10335.53711000
I0124,2022-04-19,156765,Russell 2000,,5046.96361000,10546.58693000
I0124,2022-04-20,156765,Russell 2000,,5065.40356000,10585.21717000
I0124,2022-04-21,156765,Russell 2000,,4949.28547000,10342.75685000
I0124,2022-04-22,156765,Russell 2000,,4823.04030000,10079.25507000
I0124,2022-04-25,156765,Russell 2000,,4856.68680000,10149.58645000
I0124,2022-04-26,156765,Russell 2000,,4698.30628000,9818.63207000
I0124,2022-04-27,156765,Russell 2000,,4682.31015000,9785.27160000
I0124,2022-04-28,156765,Russell 2000,,4766.57471000,9961.98870000
I0124,2022-04-29,156765,Russell 2000,,4632.76535000,9682.42050000
I0124,2022-05-02,156765,Russell 2000,,4679.51242000,9780.32368000
I0124,2022-05-03,156765,Russell 2000,,4719.13837000,9863.52250000
I0124,2022-05-04,156765,Russell 2000,,4846.05012000,10129.12468000
I0124,2022-05-05,156765,Russell 2000,,4650.27442000,9720.47203000
I0124,2022-05-06,156765,Russell 2000,,4571.78167000,9557.05171000
I0124,2022-05-09,156765,Russell 2000,,4379.21384000,9155.00476000
I0124,2022-05-10,156765,Russell 2000,,4378.49003000,9154.07902000
I0124,2022-05-11,156765,Russell 2000,,4270.02042000,8927.45891000
I0124,2022-05-12,156765,Russell 2000,,4322.80224000,9039.05288000
I0124,2022-05-13,156765,Russell 2000,,4455.22704000,9317.93649000
I0124,2022-05-16,156765,Russell 2000,,4432.26404000,9270.34031000
I0124,2022-05-17,156765,Russell 2000,,4573.60446000,9566.33574000
I0124,2022-05-18,156765,Russell 2000,,4410.94040000,9227.33142000
I0124,2022-05-19,156765,Russell 2000,,4414.36101000,9235.49289000
I0124,2022-05-20,156765,Russell 2000,,4407.01327000,9220.49691000
I0124,2022-05-23,156765,Russell 2000,,4455.46585000,9321.97788000
I0124,2022-05-24,156765,Russell 2000,,4386.03704000,9176.91147000
I0124,2022-05-25,156765,Russell 2000,,4471.37497000,9355.54279000
I0124,2022-05-26,156765,Russell 2000,,4568.48395000,9559.63394000
I0124,2022-05-27,156765,Russell 2000,,4691.89827000,9819.10130000
I0124,2022-05-31,156765,Russell 2000,,4632.61639000,9697.05261000
I0124,2022-06-01,156765,Russell 2000,,4609.70578000,9649.41807000
I0124,2022-06-02,156765,Russell 2000,,4716.19804000,9873.37513000
I0124,2022-06-03,156765,Russell 2000,,4679.86204000,9797.51229000
I0124,2022-06-06,156765,Russell 2000,,4696.84029000,9833.15662000
I0124,2022-06-07,156765,Russell 2000,,4770.59709000,9987.83496000
I0124,2022-06-08,156765,Russell 2000,,4699.62911000,9839.90747000
I0124,2022-06-09,156765,Russell 2000,,4599.84439000,9632.14342000
I0124,2022-06-10,156765,Russell 2000,,4474.15810000,9369.04347000
I0124,2022-06-13,156765,Russell 2000,,4261.19986000,8923.22591000
I0124,2022-06-14,156765,Russell 2000,,4244.38538000,8891.00885000
I0124,2022-06-15,156765,Russell 2000,,4302.31722000,9012.74630000
I0124,2022-06-16,156765,Russell 2000,,4100.25808000,8590.44381000
I0124,2022-06-17,156765,Russell 2000,,4139.66825000,8673.15801000
I0124,2022-06-21,156765,Russell 2000,,4210.09429000,8820.84400000
I0124,2022-06-22,156765,Russell 2000,,4200.76366000,8801.50815000
I0124,2022-06-23,156765,Russell 2000,,4253.93890000,8913.02129000
I0124,2022-06-24,156765,Russell 2000,,4388.30235000,9194.97924000
I0124,2022-06-27,156765,Russell 2000,,4403.22633000,9226.38749000
I0124,2022-06-28,156765,Russell 2000,,4321.45882000,9055.22319000
I0124,2022-06-29,156765,Russell 2000,,4273.06780000,8958.22577000
I0124,2022-06-30,156765,Russell 2000,,4244.78520000,8899.53705000
I0124,2022-07-01,156765,Russell 2000,,4293.91202000,9003.20118000
I0124,2022-07-05,156765,Russell 2000,,4327.64466000,9074.16321000
I0124,2022-07-06,156765,Russell 2000,,4293.38850000,9002.59880000
I0124,2022-07-07,156765,Russell 2000,,4397.91257000,9222.19284000
I0124,2022-07-08,156765,Russell 2000,,4397.31649000,9221.54606000
I0124,2022-07-11,156765,Russell 2000,,4304.47633000,9027.01547000
I0124,2022-07-12,156765,Russell 2000,,4294.96688000,9007.13211000
I0124,2022-07-13,156765,Russell 2000,,4289.63392000,8996.39243000
I0124,2022-07-14,156765,Russell 2000,,4243.58058000,8900.52363000
I0124,2022-07-15,156765,Russell 2000,,4335.20521000,9092.77048000
I0124,2022-07-18,156765,Russell 2000,,4320.40508000,9061.77189000
I0124,2022-07-19,156765,Russell 2000,,4471.77275000,9379.26598000
I0124,2022-07-20,156765,Russell 2000,,4542.91168000,9528.60216000
I0124,2022-07-21,156765,Russell 2000,,4564.64427000,9574.36483000
I0124,2022-07-22,156765,Russell 2000,,4490.55366000,9419.23631000
I0124,2022-07-25,156765,Russell 2000,,4517.62420000,9476.01857000
I0124,2022-07-26,156765,Russell 2000,,4486.49037000,9410.72323000
I0124,2022-07-27,156765,Russell 2000,,4593.58752000,9635.40090000
I0124,2022-07-28,156765,Russell 2000,,4654.94417000,9764.67013000
I0124,2022-07-29,156765,Russell 2000,,4685.27211000,9828.67382000
I0124,2022-08-01,156765,Russell 2000,,4680.50634000,9818.85463000
I0124,2022-08-02,156765,Russell 2000,,4678.35908000,9814.72788000
I0124,2022-08-03,156765,Russell 2000,,4744.16009000,9953.12676000
I0124,2022-08-04,156765,Russell 2000,,4738.02427000,9940.58481000
I0124,2022-08-05,156765,Russell 2000,,4776.21635000,10021.55184000
I0124,2022-08-08,156765,Russell 2000,,4824.38475000,10122.97305000
I0124,2022-08-09,156765,Russell 2000,,4754.01669000,9975.84606000
I0124,2022-08-10,156765,Russell 2000,,4894.07927000,10270.04621000
I0124,2022-08-11,156765,Russell 2000,,4909.01218000,10302.51817000
I0124,2022-08-12,156765,Russell 2000,,5011.79893000,10520.03072000
I0124,2022-08-15,156765,Russell 2000,,5023.55452000,10545.46890000
I0124,2022-08-16,156765,Russell 2000,,5021.52448000,10542.21944000
I0124,2022-08-17,156765,Russell 2000,,4938.97639000,10369.53672000
I0124,2022-08-18,156765,Russell 2000,,4972.31484000,10440.44398000
I0124,2022-08-19,156765,Russell 2000,,4864.49795000,10214.44270000
I0124,2022-08-22,156765,Russell 2000,,4761.10429000,9997.60375000
I0124,2022-08-23,156765,Russell 2000,,4769.55371000,10015.48248000
I0124,2022-08-24,156765,Russell 2000,,4809.67330000,10099.86814000
I0124,2022-08-25,156765,Russell 2000,,4882.61460000,10253.57693000
I0124,2022-08-26,156765,Russell 2000,,4721.55729000,9915.45087000
I0124,2022-08-29,156765,Russell 2000,,4679.58340000,9827.43901000
I0124,2022-08-30,156765,Russell 2000,,4611.61870000,9685.92120000
I0124,2022-08-31,156765,Russell 2000,,4583.09116000,9627.55186000
I0124,2022-09-01,156765,Russell 2000,,4530.16249000,9517.43652000
I0124,2022-09-02,156765,Russell 2000,,4497.67881000,9449.36122000
I0124,2022-09-06,156765,Russell 2000,,4454.37343000,9358.93065000
I0124,2022-09-07,156765,Russell 2000,,4552.98965000,9566.46168000
I0124,2022-09-08,156765,Russell 2000,,4590.02605000,9645.50634000
I0124,2022-09-09,156765,Russell 2000,,4679.35122000,9833.56442000
I0124,2022-09-12,156765,Russell 2000,,4737.10311000,9954.93140000
I0124,2022-09-13,156765,Russell 2000,,4551.92452000,9565.95573000
I0124,2022-09-14,156765,Russell 2000,,4569.04641000,9604.64647000
I0124,2022-09-15,156765,Russell 2000,,4536.16581000,9536.30725000
I0124,2022-09-16,156765,Russell 2000,,4468.95244000,9395.22164000
I0124,2022-09-19,156765,Russell 2000,,4505.37093000,9472.19292000
I0124,2022-09-20,156765,Russell 2000,,4442.39794000,9339.86766000
I0124,2022-09-21,156765,Russell 2000,,4379.40643000,9207.62438000
I0124,2022-09-22,156765,Russell 2000,,4280.37473000,8999.69082000
I0124,2022-09-23,156765,Russell 2000,,4174.20388000,8777.02721000
I0124,2022-09-26,156765,Russell 2000,,4115.28373000,8653.18176000
I0124,2022-09-27,156765,Russell 2000,,4131.75318000,8687.92878000
I0124,2022-09-28,156765,Russell 2000,,4262.81049000,8963.59290000
I0124,2022-09-29,156765,Russell 2000,,4162.62482000,8757.70544000
I0124,2022-09-30,156765,Russell 2000,,4137.23939000,8704.89077000
I0124,2022-10-03,156765,Russell 2000,,4246.97308000,8936.26231000
I0124,2022-10-04,156765,Russell 2000,,4413.22559000,9286.24838000
I0124,2022-10-05,156765,Russell 2000,,4380.73796000,9218.19411000
I0124,2022-10-06,156765,Russell 2000,,4355.43665000,9165.53179000
I0124,2022-10-07,156765,Russell 2000,,4230.27090000,8902.47356000
I0124,2022-10-10,156765,Russell 2000,,4204.84494000,8848.96542000
I0124,2022-10-11,156765,Russell 2000,,4207.32319000,8854.25794000
I0124,2022-10-12,156765,Russell 2000,,4194.51812000,8827.61022000
I0124,2022-10-13,156765,Russell 2000,,4295.53848000,9040.85194000
I0124,2022-10-14,156765,Russell 2000,,4181.19504000,8800.50630000
I0124,2022-10-17,156765,Russell 2000,,4313.78415000,9079.65482000
I0124,2022-10-18,156765,Russell 2000,,4363.99377000,9185.34647000
I0124,2022-10-19,156765,Russell 2000,,4288.93805000,9027.49642000
I0124,2022-10-20,156765,Russell 2000,,4235.84204000,8916.13668000
I0124,2022-10-21,156765,Russell 2000,,4329.90139000,9114.42316000
I0124,2022-10-24,156765,Russell 2000,,4345.20709000,9146.86197000
I0124,2022-10-25,156765,Russell 2000,,4463.89830000,9396.85309000
I0124,2022-10-26,156765,Russell 2000,,4484.21721000,9439.82869000
I0124,2022-10-27,156765,Russell 2000,,4489.16438000,9450.28860000
I0124,2022-10-28,156765,Russell 2000,,4590.06343000,9663.44005000
I0124,2022-10-31,156765,Russell 2000,,4589.91989000,9663.20356000
I0124,2022-11-01,156765,Russell 2000,,4601.16595000,9687.25732000
I0124,2022-11-02,156765,Russell 2000,,4446.45632000,9361.86091000
I0124,2022-11-03,156765,Russell 2000,,4423.07687000,9313.14429000
I0124,2022-11-04,156765,Russell 2000,,4473.11996000,9419.35917000
I0124,2022-11-07,156765,Russell 2000,,4497.83363000,9472.00037000
I0124,2022-11-08,156765,Russell 2000,,4495.64308000,9467.95021000
I0124,2022-11-09,156765,Russell 2000,,4375.03813000,9215.04819000
I0124,2022-11-10,156765,Russell 2000,,4642.27022000,9779.01951000
I0124,2022-11-11,156765,Russell 2000,,4679.08264000,9856.56547000
I0124,2022-11-14,156765,Russell 2000,,4625.67870000,9746.37481000
I0124,2022-11-15,156765,Russell 2000,,4695.14841000,9893.28743000
I0124,2022-11-16,156765,Russell 2000,,4605.58268000,9705.13850000
I0124,2022-11-17,156765,Russell 2000,,4570.68460000,9633.04320000
I0124,2022-11-18,156765,Russell 2000,,4597.04961000,9689.17648000
I0124,2022-11-21,156765,Russell 2000,,4570.72903000,9633.86531000
I0124,2022-11-22,156765,Russell 2000,,4623.66332000,9745.59281000
I0124,2022-11-23,156765,Russell 2000,,4631.30926000,9762.40710000
I0124,2022-11-25,156765,Russell 2000,,4645.41142000,9792.84116000
I0124,2022-11-28,156765,Russell 2000,,4550.40750000,9592.77418000
I0124,2022-11-29,156765,Russell 2000,,4564.29289000,9624.66694000
I0124,2022-11-30,156765,Russell 2000,,4688.61984000,9888.91432000
I0124,2022-12-01,156765,Russell 2000,,4676.44271000,9864.52869000
I0124,2022-12-02,156765,Russell 2000,,4704.18127000,9923.29933000
I0124,2022-12-05,156765,Russell 2000,,4573.41531000,9647.82799000
I0124,2022-12-06,156765,Russell 2000,,4504.70631000,9503.14899000
I0124,2022-12-07,156765,Russell 2000,,4490.60520000,9473.68221000
I0124,2022-12-08,156765,Russell 2000,,4518.90892000,9534.43053000
I0124,2022-12-09,156765,Russell 2000,,4465.15554000,9421.37430000
I0124,2022-12-12,156765,Russell 2000,,4519.71381000,9536.51651000
I0124,2022-12-13,156765,Russell 2000,,4553.88071000,9609.14415000
I0124,2022-12-14,156765,Russell 2000,,4524.28728000,9549.28467000
I0124,2022-12-15,156765,Russell 2000,,4410.34217000,9309.47519000
I0124,2022-12-16,156765,Russell 2000,,4382.54342000,9251.11657000
I0124,2022-12-19,156765,Russell 2000,,4320.81268000,9121.27509000
I0124,2022-12-20,156765,Russell 2000,,4344.26204000,9170.82254000
I0124,2022-12-21,156765,Russell 2000,,4416.14564000,9322.85073000
I0124,2022-12-22,156765,Russell 2000,,4359.34599000,9203.10433000
I0124,2022-12-23,156765,Russell 2000,,4376.35916000,9239.61936000
I0124,2022-12-27,156765,Russell 2000,,4347.98779000,9179.90703000
I0124,2022-12-28,156765,Russell 2000,,4279.65627000,9035.94987000
I0124,2022-12-29,156765,Russell 2000,,4389.57489000,9272.96585000
I0124,2022-12-30,156765,Russell 2000,,4377.13962000,9247.10025000
I0124,2023-01-03,156765,Russell 2000,,4351.01434000,9192.17926000
I0124,2023-01-04,156765,Russell 2000,,4405.21748000,9307.32117000
I0124,2023-01-05,156765,Russell 2000,,4357.12600000,9206.10901000
I0124,2023-01-06,156765,Russell 2000,,4455.55875000,9414.29213000
I0124,2023-01-09,156765,Russell 2000,,4463.29099000,9430.70385000
I0124,2023-01-10,156765,Russell 2000,,4529.75200000,9571.20723000
I0124,2023-01-11,156765,Russell 2000,,4582.93128000,9683.57986000
I0124,2023-01-12,156765,Russell 2000,,4662.49222000,9852.63149000
I0124,2023-01-13,156765,Russell 2000,,4689.75456000,9910.49762000
I0124,2023-01-17,156765,Russell 2000,,4682.92426000,9896.08313000
I0124,2023-01-18,156765,Russell 2000,,4608.56295000,9739.07929000
I0124,2023-01-19,156765,Russell 2000,,4563.78085000,9644.71863000
I0124,2023-01-20,156765,Russell 2000,,4640.79929000,9807.82334000
I0124,2023-01-23,156765,Russell 2000,,4699.03170000,9930.89121000
I0124,2023-01-24,156765,Russell 2000,,4686.21723000,9904.13679000
I0124,2023-01-25,156765,Russell 2000,,4697.91896000,9928.90708000
I0124,2023-01-26,156765,Russell 2000,,4729.59393000,9995.92047000
I0124,2023-01-27,156765,Russell 2000,,4750.44902000,10040.07264000
I0124,2023-01-30,156765,Russell 2000,,4686.48919000,9905.60952000
I0124,2023-01-31,156765,Russell 2000,,4801.36948000,10148.37881000
I0124,2023-02-01,156765,Russell 2000,,4873.11660000,10300.37976000
I0124,2023-02-02,156765,Russell 2000,,4973.53706000,10513.04679000
I0124,2023-02-03,156765,Russell 2000,,4934.55291000,10431.59867000
I0124,2023-02-06,156765,Russell 2000,,4865.41631000,10285.93295000
I0124,2023-02-07,156765,Russell 2000,,4902.42987000,10364.64317000
I0124,2023-02-08,156765,Russell 2000,,4827.84771000,10207.09345000
I0124,2023-02-09,156765,Russell 2000,,4760.10023000,10064.75709000
I0124,2023-02-10,156765,Russell 2000,,4768.73597000,10083.51103000
I0124,2023-02-13,156765,Russell 2000,,4824.23020000,10201.76305000
I0124,2023-02-14,156765,Russell 2000,,4821.17061000,10196.45306000
I0124,2023-02-15,156765,Russell 2000,,4873.50301000,10307.34620000
I0124,2023-02-16,156765,Russell 2000,,4826.88626000,10209.74328000
I0124,2023-02-17,156765,Russell 2000,,4837.18538000,10232.09926000
I0124,2023-02-21,156765,Russell 2000,,4692.68921000,9926.54468000
I0124,2023-02-22,156765,Russell 2000,,4708.74453000,9960.67242000
I0124,2023-02-23,156765,Russell 2000,,4742.09236000,10031.81221000
I0124,2023-02-24,156765,Russell 2000,,4698.33246000,9939.89615000
I0124,2023-02-27,156765,Russell 2000,,4712.70665000,9971.41717000
I0124,2023-02-28,156765,Russell 2000,,4714.50044000,9976.96374000
I0124,2023-03-01,156765,Russell 2000,,4718.08478000,9984.79547000
I0124,2023-03-02,156765,Russell 2000,,4728.58749000,10008.39102000
I0124,2023-03-03,156765,Russell 2000,,4792.21992000,10143.62712000
I0124,2023-03-06,156765,Russell 2000,,4721.37528000,9994.82039000
I0124,2023-03-07,156765,Russell 2000,,4669.10279000,9884.32783000
I0124,2023-03-08,156765,Russell 2000,,4670.97569000,9888.70067000
I0124,2023-03-09,156765,Russell 2000,,4539.52646000,9612.57034000
I0124,2023-03-10,156765,Russell 2000,,4405.61062000,9329.41793000
I0124,2023-03-13,156765,Russell 2000,,4335.02970000,9181.02222000
I0124,2023-03-14,156765,Russell 2000,,4416.02729000,9355.80617000
I0124,2023-03-15,156765,Russell 2000,,4339.11267000,9193.63946000
I0124,2023-03-16,156765,Russell 2000,,4401.96927000,9328.03242000
I0124,2023-03-17,156765,Russell 2000,,4289.27315000,9089.57183000
I0124,2023-03-20,156765,Russell 2000,,4336.74091000,9190.27727000
I0124,2023-03-21,156765,Russell 2000,,4418.13121000,9362.84624000
I0124,2023-03-22,156765,Russell 2000,,4292.92061000,9097.70352000
I0124,2023-03-23,156765,Russell 2000,,4275.35536000,9060.72799000
I0124,2023-03-24,156765,Russell 2000,,4311.72138000,9138.13717000
I0124,2023-03-27,156765,Russell 2000,,4358.31862000,9237.00376000
I0124,2023-03-28,156765,Russell 2000,,4355.73089000,9231.67927000
I0124,2023-03-29,156765,Russell 2000,,4402.86889000,9331.76207000
I0124,2023-03-30,156765,Russell 2000,,4394.87666000,9319.95991000
I0124,2023-03-31,156765,Russell 2000,,4479.62622000,9500.26679000
I0124,2023-04-03,156765,Russell 2000,,4479.19880000,9499.82252000
I0124,2023-04-04,156765,Russell 2000,,4398.03775000,9328.07161000
I0124,2023-04-05,156765,Russell 2000,,4354.49356000,9236.40971000
I0124,2023-04-06,156765,Russell 2000,,4360.28421000,9248.94593000
I0124,2023-04-10,156765,Russell 2000,,4404.96685000,9343.96999000
I0124,2023-04-11,156765,Russell 2000,,4440.13826000,9418.76577000
I0124,2023-04-12,156765,Russell 2000,,4408.08753000,9351.07218000
I0124,2023-04-13,156765,Russell 2000,,4465.21005000,9473.04480000
I0124,2023-04-14,156765,Russell 2000,,4426.61743000,9391.46716000
I0124,2023-04-17,156765,Russell 2000,,4480.50622000,9505.80565000
I0124,2023-04-18,156765,Russell 2000,,4462.39451000,9467.40498000
I0124,2023-04-19,156765,Russell 2000,,4472.06546000,9488.10119000
I0124,2023-04-20,156765,Russell 2000,,4447.84829000,9436.99444000
I0124,2023-04-21,156765,Russell 2000,,4452.34343000,9446.82224000
I0124,2023-04-24,156765,Russell 2000,,4445.80319000,9433.09230000
I0124,2023-04-25,156765,Russell 2000,,4339.13031000,9207.12440000
I0124,2023-04-26,156765,Russell 2000,,4300.50831000,9125.17307000
I0124,2023-04-27,156765,Russell 2000,,4352.22934000,9235.69441000
I0124,2023-04-28,156765,Russell 2000,,4396.37924000,9329.46718000
I0124,2023-05-01,156765,Russell 2000,,4396.93394000,9330.78014000
I0124,2023-05-02,156765,Russell 2000,,4304.72972000,9135.14486000
I0124,2023-05-03,156765,Russell 2000,,4322.55800000,9173.35815000
I0124,2023-05-04,156765,Russell 2000,,4271.67820000,9065.98531000
I0124,2023-05-05,156765,Russell 2000,,4373.74342000,9283.91076000
I0124,2023-05-08,156765,Russell 2000,,4360.30084000,9255.67548000
I0124,2023-05-09,156765,Russell 2000,,4348.38915000,9231.02719000
I0124,2023-05-10,156765,Russell 2000,,4372.83120000,9283.40439000
I0124,2023-05-11,156765,Russell 2000,,4336.03599000,9205.94115000
I0124,2023-05-12,156765,Russell 2000,,4326.44884000,9187.26228000
I0124,2023-05-15,156765,Russell 2000,,4377.89237000,9297.63861000
I0124,2023-05-16,156765,Russell 2000,,4314.84959000,9164.43427000
I0124,2023-05-17,156765,Russell 2000,,4410.07266000,9367.65638000
I0124,2023-05-18,156765,Russell 2000,,4435.81708000,9423.43526000
I0124,2023-05-19,156765,Russell 2000,,4408.13377000,9364.96462000
I0124,2023-05-22,156765,Russell 2000,,4461.97870000,9479.54404000
I0124,2023-05-23,156765,Russell 2000,,4442.92150000,9439.33708000
I0124,2023-05-24,156765,Russell 2000,,4391.44038000,9330.17395000
I0124,2023-05-25,156765,Russell 2000,,4360.63442000,9265.58494000
I0124,2023-05-26,156765,Russell 2000,,4406.40560000,9363.26856000
I0124,2023-05-30,156765,Russell 2000,,4392.16614000,9334.13502000
I0124,2023-05-31,156765,Russell 2000,,4348.31991000,9243.28697000
I0124,2023-06-01,156765,Russell 2000,,4393.77553000,9341.12330000
I0124,2023-06-02,156765,Russell 2000,,4550.26195000,9674.01545000
I0124,2023-06-05,156765,Russell 2000,,4490.13782000,9546.34811000
I0124,2023-06-06,156765,Russell 2000,,4611.13769000,9803.92558000
I0124,2023-06-07,156765,Russell 2000,,4693.26693000,9978.93836000
I0124,2023-06-08,156765,Russell 2000,,4674.20944000,9939.28758000
I0124,2023-06-09,156765,Russell 2000,,4636.74993000,9860.11286000
I0124,2023-06-12,156765,Russell 2000,,4655.40968000,9899.84187000
I0124,2023-06-13,156765,Russell 2000,,4712.86603000,10022.81379000
I0124,2023-06-14,156765,Russell 2000,,4657.60462000,9908.45942000
I0124,2023-06-15,156765,Russell 2000,,4695.34169000,9990.29698000
I0124,2023-06-16,156765,Russell 2000,,4661.00868000,9917.66461000
I0124,2023-06-20,156765,Russell 2000,,4639.21657000,9871.32767000
I0124,2023-06-21,156765,Russell 2000,,4630.06097000,9852.06737000
I0124,2023-06-22,156765,Russell 2000,,4593.18761000,9773.77852000
I0124,2023-06-23,156765,Russell 2000,,4527.22075000,9633.82353000
I0124,2023-06-26,156765,Russell 2000,,4531.26171000,9642.52533000
I0124,2023-06-27,156765,Russell 2000,,4597.54118000,9783.69527000
I0124,2023-06-28,156765,Russell 2000,,4619.36132000,9830.24501000
I0124,2023-06-29,156765,Russell 2000,,4676.22783000,9956.44737000
I0124,2023-06-30,156765,Russell 2000,,4693.97963000,9994.78189000
I0124,2023-07-03,156765,Russell 2000,,4713.97799000,10037.98471000
I0124,2023-07-05,156765,Russell 2000,,4654.64515000,9912.16890000
I0124,2023-07-06,156765,Russell 2000,,4578.41312000,9750.35089000
I0124,2023-07-07,156765,Russell 2000,,4634.16049000,9869.20798000
I0124,2023-07-10,156765,Russell 2000,,4710.17781000,10031.25847000
I0124,2023-07-11,156765,Russell 2000,,4755.18419000,10127.22433000
I0124,2023-07-12,156765,Russell 2000,,4804.92736000,10233.50600000
I0124,2023-07-13,156765,Russell 2000,,4848.45434000,10326.93350000
I0124,2023-07-14,156765,Russell 2000,,4799.24395000,10222.41250000
I0124,2023-07-17,156765,Russell 2000,,4849.39518000,10329.28375000
I0124,2023-07-18,156765,Russell 2000,,4911.02405000,10460.57976000
I0124,2023-07-19,156765,Russell 2000,,4932.94134000,10507.47007000
I0124,2023-07-20,156765,Russell 2000,,4888.88840000,10414.07635000
I0124,2023-07-21,156765,Russell 2000,,4871.72813000,10377.74645000
I0124,2023-07-24,156765,Russell 2000,,4885.20439000,10406.60544000
I0124,2023-07-25,156765,Russell 2000,,4886.28352000,10408.91704000
I0124,2023-07-26,156765,Russell 2000,,4921.68135000,10484.32264000
I0124,2023-07-27,156765,Russell 2000,,4858.40944000,10349.61299000
I0124,2023-07-28,156765,Russell 2000,,4924.61938000,10491.27185000
I0124,2023-07-31,156765,Russell 2000,,4978.39847000,10605.99815000
I0124,2023-08-01,156765,Russell 2000,,4956.00774000,10558.33700000
I0124,2023-08-02,156765,Russell 2000,,4888.07376000,10414.04023000
I0124,2023-08-03,156765,Russell 2000,,4874.57962000,10385.90305000
I0124,2023-08-04,156765,Russell 2000,,4864.78870000,10366.21597000
I0124,2023-08-07,156765,Russell 2000,,4868.44760000,10374.25121000
I0124,2023-08-08,156765,Russell 2000,,4839.82358000,10313.65101000
I0124,2023-08-09,156765,Russell 2000,,4798.44286000,10225.98354000
I0124,2023-08-10,156765,Russell 2000,,4778.19852000,10184.12411000
I0124,2023-08-11,156765,Russell 2000,,4784.39349000,10198.33496000
I0124,2023-08-14,156765,Russell 2000,,4772.90877000,10176.07584000
I0124,2023-08-15,156765,Russell 2000,,4711.42782000,10045.58895000
I0124,2023-08-16,156765,Russell 2000,,4651.19555000,9918.67113000
I0124,2023-08-17,156765,Russell 2000,,4597.86034000,9805.91255000
I0124,2023-08-18,156765,Russell 2000,,4621.13040000,9855.92124000
I0124,2023-08-21,156765,Russell 2000,,4612.66209000,9838.19851000
I0124,2023-08-22,156765,Russell 2000,,4599.79347000,9811.10642000
I0124,2023-08-23,156765,Russell 2000,,4647.50123000,9913.26189000
I0124,2023-08-24,156765,Russell 2000,,4588.46689000,9787.99455000
I0124,2023-08-25,156765,Russell 2000,,4606.73227000,9827.08243000
I0124,2023-08-28,156765,Russell 2000,,4644.95201000,9908.62938000
I0124,2023-08-29,156765,Russell 2000,,4710.88889000,10049.47622000
I0124,2023-08-30,156765,Russell 2000,,4729.96247000,10091.62963000
I0124,2023-08-31,156765,Russell 2000,,4721.17345000,10075.39898000
I0124,2023-09-01,156765,Russell 2000,,4773.73504000,10187.81328000
I0124,2023-09-05,156765,Russell 2000,,4673.39103000,9973.85240000
I0124,2023-09-06,156765,Russell 2000,,4658.06191000,9941.47832000
I0124,2023-09-07,156765,Russell 2000,,4612.02778000,9844.56910000
I0124,2023-09-08,156765,Russell 2000,,4601.55521000,9822.58719000
